Brand Label Serial Number,Brand Label Name,License Type Code,License Class Code,License Class Description,Product Description,Wholesaler License Serial Number,Wholesaler Name,Domestic (D) or Imported (I),Brand Label Expiration Date
5149989,KENT FALLS MR BUTTONS LENDS A HAND IPA,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5149990,KENT FALLS BUDDY SPRINKLES SAVES THE,650,G,NO FEE BEER,DAY ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149991,KENT FALLS SEND IT,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149992,KENT FALLS WALKING AWAY IN SLOW MOTION,650,G,NO FEE BEER,AS THE CAR EXPLODES BEHIND YOU FMB,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149994,MILL HOUSE BREW CO EL HEFE WEIZEN,650,G,NO FEE BEER,BEER/LAGER,2203251,MILL HOUSE HOSPITALITY INC,D,06/30/2018
5149996,BREAKSIDE BEACHCOMBER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149997,BREAKSIDE WHAT ROUGH BEAST,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149998,BRUERY TERREUX NGONGO,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5149999,RICKHOUSE SERIES NO 7 TEQUILA BARREL,650,G,NO FEE BEER,LIME WHEAT FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150000,KENT FALLS THE HALLOW FALL LAGER,650,G,NO FEE BEER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150001,KENT FALLS SUBTEXT PILSNER,650,G,NO FEE BEER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150002,KENT FALLS EKUANOT DRY HOPPED SOUR ALE,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150003,KENT FALLS FALSE IMPERATIVE NOBLE,650,G,NO FEE BEER,HOPPED PALE ALE ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150004,KENT FALLS BREAKING BREAD,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150009,BLUE POINT PAH-CHOOGIE GOLDEN ALE,650,1,ALE,ALE,1046248,BLUE POINT BREWING COMPANY INC,D,06/30/2018
5150010,DRAGON STOUT,650,4,STOUT,BEER/LAGER,1270256,MANHATTAN BEER DISTRIBUTORS ,I,06/30/2018
5150011,SHINER FARMHOUSE RYE,650,2,BEER & LAGER,BEER/LAGER,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5150012,BALLAST POINT HIGH WEST BARREL AGED,650,B,MALT BEVERAGES & COOLERS,VICTORY AT SEA FLAVORED MALT BEVERAGE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5150016,MILL HOUSE BREW CO  SHISO ACE DOWN,650,G,NO FEE BEER,BEER.LAGER,2203251,MILL HOUSE HOSPITALITY INC,D,06/30/2018
5150018,MILL HOUSE BREW CO MORENITA,650,G,NO FEE BEER,ALE,2203251,MILL HOUSE HOSPITALITY INC,D,06/30/2018
5150019,CORTLAND BEER CO  OCTOBERFEST LAGER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2193081,CORTLAND BEER COMPANY LLC,D,06/30/2018
5150022,THREE HEADS BREWING BIG HEAD STOUT,650,G,NO FEE BEER,STOUT,3156858,THREE HEADS BREWING INC,D,06/30/2018
5150023,HERMIT THRUSH BREWERY RYE BARREL RYE,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150024,HERMIT THRUSH BREWERY STICKNEY KRIEK,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150025,HERMIT THRUSH BREWERY SUPAH PHUNK #5,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150026,HERMIT THRUSH BREWERY TALL DARK &,650,G,NO FEE BEER,HANDSOME ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150027,HERMIT THRUSH BREWERY BRATTLEBEER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150028,NICKEL BROOK PEACH UBER WEISS,650,G,NO FEE BEER,BEER/LAGER,3003038,CONSUMERS BEVERAGES INC,I,06/30/2018
5150029,NICKEL BROOK RASPBERRY PEACH UBER,650,G,NO FEE BEER,BEER/LAGER,3003038,CONSUMERS BEVERAGES INC,I,06/30/2018
5150030,NICKEL BROOK DUPLICTOUS GOSE,650,G,NO FEE BEER,BEER/LAGER,3003038,CONSUMERS BEVERAGES INC,I,06/30/2018
5150031,FOLKSBIER LOWBRAU,650,G,NO FEE BEER,ALE,1276638,FOLKSBIER BRAUEREI LLC,D,06/30/2018
5150034,ALMANAC BLUEBERRY GINGER GOSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150035,ALMANAC STRAWBERRY RHBARB SOUR WHEAT,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150036,ALMANAC BOURBON BARREL PECHE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150037,ALMANAC ASTOUNDING ENTERPRISES,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150038,ALMANAC CRANBERRY ORANGE BERLINNER,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150039,ALMANAC EUKANOT FLAVOR WHEEL,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150040,ALMANAC SIMCOE FLAVOR WHEEL,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150042,ZUPER MAGIK WOOTSTOUT,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,I,06/30/2018
5150044,NEW CITY MULE,650,G,NO FEE BEER,NON - MALT ( GLUTEN-FREE ),1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150045,NEW CITY ORIGINAL GINGER BEER,650,G,NO FEE BEER,NON- MALT ( GLUTEN -FREE ),1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150046,ALMANAC DOGPATCH CURRANT,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150047,ALMANAC SPLENDID POPULATION,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150048,BRONX BREWERY BOURBON BARREL AGED,650,G,NO FEE BEER,IMPERIAL UPTOWN COFFEE MILK STOUT ALE,1273115,"BRONX BREWERY LLC, THE",D,06/30/2018
5150155,MISSION ST. DOUBLE IPA,650,G,NO FEE BEER,ALE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150049,SIX HARBORS BREWING COMPANY FIND YOUR,650,G,NO FEE BEER,HARBOR BEER LAGER,1301265,HUNTINGTON BEER WORKS LLC,D,06/30/2018
5150051,KCBC ONCE AROUND THE SUN DOUBLE IPA,650,G,NO FEE BEER,ALE,1290462,KINGS COUNTY BREWERS COLLECTIVE LLC,D,06/30/2018
5150052,KCBC SAFE FLIGHT IPA,650,G,NO FEE BEER,ALE,1290462,KINGS COUNTY BREWERS COLLECTIVE LLC,D,06/30/2018
5150053,KCBC POLKAGEIST HELLES LAGER,650,G,NO FEE BEER,BEER LAGER,1290462,KINGS COUNTY BREWERS COLLECTIVE LLC,D,06/30/2018
5150054,INTERBORO SPIRITS AND ALES TASTE FEST,650,G,NO FEE BEER,BIER BEER LAGER,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150055,INTERBORO SPIRITS AND ALES STEINHAUER,650,G,NO FEE BEER,SCHWARZBIER LAGER BEER LAGER,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150056,INTERBORO SPIRITS AND ALES,650,G,NO FEE BEER,ALE,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150057,NEW YORK BEER PROJECT NEW YORK AMBER,650,G,NO FEE BEER,BEER LAGER,3156218,NEW YORK BEER PROJECT LLC,D,06/30/2018
5150058,NEW YORK BEER PROJECT PLUM VANILLA,650,G,NO FEE BEER,SAISON ALE,3156218,NEW YORK BEER PROJECT LLC,D,06/30/2018
5150059,NEW YORK BEER PROJECT PUMPKIN PIE,650,G,NO FEE BEER,PORTER ALE,3156218,NEW YORK BEER PROJECT LLC,D,06/30/2018
5150064,GENESEE BREW HOUSE HARVEST ALE,650,1,ALE,ALE,3141489,HIGH FALLS OPERATING CO LLC/LICENSING CO LLC,D,06/30/2018
5150066,TRULY SPIKED & SPARKLING WILD BERRY,650,B,MALT BEVERAGES & COOLERS,MALT BEVERAGES,1281413,AMERICAN CRAFT BREWERY LLC ,D,06/30/2018
5150067,FLYING MONKEYS HEARTBREAK BREAKFAST,650,G,NO FEE BEER,PORTER BEER LAGER,3003038,CONSUMERS BEVERAGES INC,I,06/30/2018
5150069,ELLICOTTVILLE BREWING OOPS ALL BERRIES,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,3154447,S & W COMPANY LLC,D,06/30/2018
5150070,HERMIT THRUST BREWERY PARTY GUY,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150071,HERMIT THRUST BREWERY TRUTHY CARDINAL,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150072,HERMIT THRUST BREWERY FOUR STAR SOUR,650,G,NO FEE BEER,ALE ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150073,HERMIT THRUST BREWERY PO TWEET,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150074,HERMIT THRUST BREWERY ROWDY MONK,650,G,NO FEE BEER,ALE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150077,HERMIT THRUST BREWERY FALLOW HARVEST,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150078,HERMIT THRUST BREWERY BRATTLEBERRY,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2183995,REMARKABLE LIQUIDS LLC,D,06/30/2018
5150079,AGAINST THE GRAIN ATG OVERCOMPENSATION,650,G,NO FEE BEER,DOUBLE IPA ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150080,AGAINST THE GRAIN ATG ZERBSTER,650,G,NO FEE BEER,BITTERBIER BEER/LAGER,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150081,STILLWATER ARTISANAL THIS ONLY A TEST,650,G,NO FEE BEER,001 DOUBLE IPA FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150082,AGAINST THE GRAIN ATG BROYHAN,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150083,EQUILIBRIUM FRACTAL EQUANOT,650,G,NO FEE BEER,ALE,2201173,EQUILIBRIUM BREWERY LLC,D,06/30/2018
5150084,EQUILIBRIUM GENERAL RELATIVITY,650,G,NO FEE BEER,STOUT,2201173,EQUILIBRIUM BREWERY LLC,D,06/30/2018
5150085,EQUILIBRIUM GENERAL RELATIVITY,650,G,NO FEE BEER,BREAKFAST STOUT,2201173,EQUILIBRIUM BREWERY LLC,D,06/30/2018
5150086,EQUILIBRIUM ZERO FLUCS GIVEN,650,G,NO FEE BEER,STOUT,2201173,EQUILIBRIUM BREWERY LLC,D,06/30/2018
5150087,AGAINST THE GRAIN ATG MANCHESTER TART,650,G,NO FEE BEER,ALE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150088,AGAINST THE GRAIN ATG FOUND WORD,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150100,GENESEE BREW HOUSE SIMCOE S.M.A.S.H.,650,1,ALE,ALE,3141489,HIGH FALLS OPERATING CO LLC/LICENSING CO LLC,D,06/30/2018
5150123,MAN JUICE MANDARIN IPA,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1296995,SARENE CRAFT BEER DISTRIBUTORS LLC,D,06/30/2018
5150125,ARIZONA WILDERNESS OLIVE BLOSSOM,650,G,NO FEE BEER,SAISON ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150126,ARIZONA WILDERNESS ESTERELLA PALE ALE,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150127,ARIZONA WILDERNESS COFFEE GOSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150128,ARIZONA WILDERNESS AMERICAN,650,G,NO FEE BEER,PRESIDENTIAL STOUT FLAVORED MALT BEV,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150129,ARIZONA WILDERNESS BUSH & VINE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150130,ARIZONA WILDERNESS YOU KNOW MY STEEZ,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150131,ARIZONA WILDERNESS TROPICAL STORM,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150132,ARIZONA WILDERNESS ROOSEVELTS,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150133,ARIZONA WILDERNESS SONORAN PRINCE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150134,ARIZONA WILDERNESS LEGGO MY EGO,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150135,ARIZONA WILDERNESS DC MOUNTAIN DOUBLE,650,G,NO FEE BEER,IPA ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150136,ARIZONA WILDERNESS WILDERPILS,650,G,NO FEE BEER,BEER LAGER,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150137,ARIZONA WILDERNESS BEAR WALLOW,650,G,NO FEE BEER,BERLINER WEISSE GERMAN STYLE WHEAT ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150138,ARIZONA WILDERNESS BIG GUY RYE DOUBLE,650,G,NO FEE BEER,DOUBLE IPA,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150139,ARIZONA WILDERNESS SMOKED APPLE GOSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150140,ARIZONA WILDERNESS WOOLSEY THE WILD,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150141,ARIZONA WILDERNESS MELON CAMP,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150142,ARIZONA WILDERNESS ARRASTA MOUNTAIN,650,G,NO FEE BEER,BEER LAGER,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150143,ARIZONA WILDERNESS SMELLS LIKE TEEN,650,G,NO FEE BEER,SPIRIT ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150144,ARIZONA WILDERNESS WET HOPPED SAISON,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150145,ARIZONA WILDERNESS ROOFTOPS,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150146,OXBOW NEWCASTLE MORNING,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150147,OXBOW SYNTHESIS ALE,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150148,OXBOW DOUBLE DAISY FARMER,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150149,ARIZONA WILDERNESS RIM COUNTY,650,G,NO FEE BEER,FRAMBOISE FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150150,ARIZONA WILDERNESS TINY WOODEN SHIPS,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150151,ARIZONA WILDERNESS WATERMELON GOSE,650,NF,NON MALT BEER - NO FEE,FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150152,ARIZONA WILDERNESS BLANC,650,G,NO FEE BEER,BEER LAGER,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150153,ARIZONA WILDERNESS REGION SAUVAGE D',650,G,NO FEE BEER,ARIZONA ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150154,BURIAL BEER BILLHOOK HOPPY FARMHOUSE,650,G,NO FEE BEER,ALE ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150156,TROEGS CHERRY CHOCOLATE STOUT,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150157,DECADENT ALES NEBULOUS,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150158,DECADENT ALES FIRESIDE TOASTED,650,G,NO FEE BEER,MARSHMALLOWS FLAVORED MALT BEVERAGE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150163,OXBOW NOCTURNALITY,650,G,NO FEE BEER,ALE,2187970,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,06/30/2018
5150165,FIVE BOROUGHS BREWING CO ZWICKELBIER,650,G,NO FEE BEER,BEER LAGER,1293083,5 BOROUGHS BREWERY INC,D,06/30/2018
5150166,FIVE BOROUGHS BREWING CO HOMEGROWN,650,G,NO FEE BEER,ALE,1293083,5 BOROUGHS BREWERY INC,D,06/30/2018
5150167,CARAKALE IMPERIAL RED,650,G,NO FEE BEER,ALE,2201575,PARK STREET IMPORTS LLC,D,06/30/2018
5150168,CARAKALE COFFEE PORTER ALE,650,G,NO FEE BEER,PORTER,2201575,PARK STREET IMPORTS LLC,I,06/30/2018
5150176,BARRIER BREWING ENDLESS SKY IPA,650,G,NO FEE BEER,ALE,1274971,BARRIER BREWING COMPANY LLC,D,06/30/2018
5150177,BARRIER BREWING AZORES,650,G,NO FEE BEER,ALE,1274971,BARRIER BREWING COMPANY LLC,D,06/30/2018
5150178,BARRIER BREWING HOOD MILK STOUT,650,G,NO FEE BEER,ALE,1274971,BARRIER BREWING COMPANY LLC,D,06/30/2018
5150179,CARAKALE LLC ESB ALE,650,G,NO FEE BEER,ALE,2201575,PARK STREET IMPORTS LLC,D,06/30/2018
5150180,CARAKALE ROYAL BLONDE,650,G,NO FEE BEER,ALE,2201575,PARK STREET IMPORTS LLC,I,06/30/2018
5150181,CARAKALE PALE ALE,650,G,NO FEE BEER,ALE,2201575,PARK STREET IMPORTS LLC,I,06/30/2018
5150182,CARAKALE LIMITED EDITION - SPECIAL,650,G,NO FEE BEER,RESERVE ALE,2201575,PARK STREET IMPORTS LLC,I,06/30/2018
5150183,CARAKALE KRISTAWEIZEN,650,G,NO FEE BEER,BEER,2201575,PARK STREET IMPORTS LLC,I,06/30/2018
5150184,VOODOO BREWERY GRAN MET,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150185,OTHER HALF DOUBLE DRY HOPPED ALWAYS,650,G,NO FEE BEER,AND FOREVER IMPERIAL IPA ALE,1266867,OTHER HALF BREWING COMPANY INC ,D,06/30/2018
5150186,OTHER HALF ARIZONA WILDERNESS CANDY,650,G,NO FEE BEER,FROM STRANGERS IMPERIAL STOUT,1266867,OTHER HALF BREWING COMPANY INC ,D,06/30/2018
5150187,OTHER HALF CLOUDWATER TOUGH CALL,650,G,NO FEE BEER,PORTER PORTER,1266867,OTHER HALF BREWING COMPANY INC ,D,06/30/2018
5150188,OTHER HALF TRILLIUM TRIANGLE TEST,650,G,NO FEE BEER,IMPERIAL IPA ALE,1266867,OTHER HALF BREWING COMPANY INC ,D,06/30/2018
5150189,INTERBORO SPIRITS & ALES THE JACKIE,650,G,NO FEE BEER,ROB IPA ALE,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150190,INTERBORO SPIRITS & ALES HORCHATA CAFE,650,G,NO FEE BEER,ALE,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150191,INTERBORO SPIRITS & ALES BLOCK PARTY,650,G,NO FEE BEER,COSSEE LAGER BEER LAGER,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150193,THE FLAGSHIP BREWING COMPANY SURF,650,G,NO FEE BEER,LAGER BEER LAGER,1275343,GORDON JAMES LLC,D,06/30/2018
5150196,LONG TRAIL DOUBLE DRY HOPPED BLAZE IPA,650,1,ALE,ALE,2011144,DE CRESCENTE DISTRIBUTING CO INC,D,06/30/2018
5150197,SMIRNOFF ICE SMASH SCREWDRIVER CAN,650,B,MALT BEVERAGES & COOLERS,MALT BEVERAGES SPECIALTIES - FLAVORED,1053240,DIAGEO BEER COMPANY USA ,D,06/30/2018
5150198,SMIRNOFF ICE SMASH LEMON & LIME CAN,650,B,MALT BEVERAGES & COOLERS,MALT BEVERAGES SPECIALTIES - FLAVORED,1053240,DIAGEO BEER COMPANY USA ,D,06/30/2018
5150204,VOODOO BREWERY WHITE MAGICK OF THE SUN,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150205,VOODOO BREWERY WYNONA'S BIG BROWN,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150206,VOODOO BREWERY KILLAPLIZ,650,G,NO FEE BEER,BEER LAGER,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150207,VOODOO BREWERY COWBELL ALE,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150208,VOODOO BREWERY GOOD VIBES IPA,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150209,VOODOO BREWERY HOODOO,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150210,VOODOO BREWERY VOODOO LOVE CHILD,650,G,NO FEE BEER,ALE,3009386,WRIGHT WISNER DISTRIBUTING CORP,D,06/30/2018
5150226,FIRESTONE WALKER LEO V. URSUS WOOKUS,650,2,BEER & LAGER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150227,FIRESTONE WALKER LAGER,650,2,BEER & LAGER,BEER/LAGER,1010716,U B DISTRIBUTORS LLC,D,06/30/2018
5150237,TOW ROADS CLEMENTINE GOSE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1270256,MANHATTAN BEER DISTRIBUTORS ,D,06/30/2018
5150241,INTERBORO SPIRITS & ALES 3- MIERE IPA,650,G,NO FEE BEER,ALE,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150243,BRAVEN SKYLINER IPA,650,G,NO FEE BEER,ALE,1304607,BRAVEN BREWING COMPANY LLC,D,06/30/2018
5150244,FLYING BISON ERIN GOLD LAGER,650,G,NO FEE BEER,BEER LAGER,3155254,FLYING BISON BREWING COMPANY LLC ,D,06/30/2018
5150245,FLYING BISON FENIAN RED ALE,650,G,NO FEE BEER,ALE,3155254,FLYING BISON BREWING COMPANY LLC ,D,06/30/2018
5150253,SCHLAFLY RASBERRY CHIPOLTE BROWN,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150254,SCHLAFLY PALOMA GOSE ALE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150255,CIGAR CITY MANGO PALE ALE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150256,CIGAR CITY BEOIR LE CAIFE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150257,SCHLAFLY AUSTRALIAN SESSION ALE,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150258,SCHLAFLY PASSIONFRUIT SAISON,650,G,NO FEE BEER,FLAVORED MALT BEVERAGE,1010894,S K I WHOLESALE BEER CORP,D,06/30/2018
5150261,INTERBORO SPIRITS & ALES THREEMIERE,650,G,NO FEE BEER,IPA ALE,1290993,DISRUPTION GRAIN LLC,D,06/30/2018
5150262,WESTBROOK BREWING MAPLE BOURBON BARREL,650,G,NO FEE BEER,AGED IMPERIAL MEXICAN BISCOTTI CAKE,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150263,WESTBROOK BREWING DOUBLE BARREL AGED,650,G,NO FEE BEER,IMPERIAL MEXICAN BISCOTTI CAKE BREAK,1205593,TWELVE PERCENT LLC,D,06/30/2018
5150264,NEW BELGIUM 1969 LAGER,650,G,NO FEE BEER,BEER LAGER,2011144,DE CRESCENTE DISTRIBUTING CO INC,D,06/30/2018
5150265,NEW BELGIUM VOODOO RANGER JUICY HAZE,650,G,NO FEE BEER,IPA FLAVORED MALT BEVERAGE,2011144,DE CRESCENTE DISTRIBUTING CO INC,D,06/30/2018
